ORDERKEY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,COMMENT,ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
190560,132685,7712,5,44,75577.92,0.02,0.00,N,O,1996-10-27,1996-09-27,1996-11-06,DELIVER IN PERSON,RAIL,"nic packages. special,",,190560,75065,O,296303.57,1996-08-13,4-NOT SPECIFIED,Clerk#000000726,0,egular deposits. carefully final foxes nag quickly ironic th,
191268,153919,6435,6,38,74970.58,0.02,0.04,N,O,1997-03-20,1997-02-12,1997-04-02,COLLECT COD,RAIL,"cording to the ironic, bo",,191268,112558,O,176023.77,1996-12-18,4-NOT SPECIFIED,Clerk#000000132,0," after the blithely blithe requests. carefully bold pinto bea",
192068,63464,8477,6,35,49961.10,0.04,0.02,R,F,1995-02-04,1995-01-02,1995-02-24,DELIVER IN PERSON,FOB,ar packages solve according to,,192068,119303,F,248199.69,1994-10-20,4-NOT SPECIFIED,Clerk#000000056,0,n dependencies cajole ironically above the carefully ,
192228,20469,5474,4,7,9726.22,0.04,0.07,N,O,1996-02-08,1996-01-30,1996-02-22,DELIVER IN PERSON,FOB,lithely furiously special requests. fi,,192228,77935,O,144738.55,1995-11-23,4-NOT SPECIFIED,Clerk#000000900,0,ajole slyly carefully silent realms,
192960,21238,3741,3,6,6955.38,0.05,0.01,A,F,1994-06-15,1994-06-13,1994-06-24,COLLECT COD,FOB,ily special deposits haggle furious,,192960,5681,F,94674.36,1994-03-25,5-LOW,Clerk#000000662,0," furiously across the final foxes. express accounts sleep a",
193600,105186,207,3,28,33353.04,0.04,0.03,R,F,1992-11-27,1993-01-20,1992-12-25,COLLECT COD,AIR,s integrate never expres,,193600,54011,F,121593.56,1992-11-06,1-URGENT,Clerk#000000068,0,lithely carefully special reque,
193668,187428,7429,5,34,51524.28,0.02,0.08,N,O,1997-03-03,1997-03-04,1997-03-22,DELIVER IN PERSON,SHIP,ackages. carefully ironic sentiment,,193668,45403,O,312778.98,1997-01-08,3-MEDIUM,Clerk#000000582,0,"lly platelets. regular, ironic asymptot",
194308,81861,6878,1,15,27642.90,0.01,0.04,N,O,1998-09-13,1998-09-22,1998-10-04,TAKE BACK RETURN,MAIL,ing packages. carefully regula,,194308,148561,O,194360.67,1998-07-30,1-URGENT,Clerk#000000855,0," regular ideas cajole furiously. regular deposits about the re",
194880,196535,1574,1,18,29367.54,0.05,0.01,R,F,1993-04-11,1993-02-11,1993-04-28,NONE,MAIL,sly even packages. furiously idle plate,,194880,91228,F,131640.64,1992-12-15,5-LOW,Clerk#000000940,0," furiously regular platelets should have to nag after the blithely eve",
195360,165413,5414,7,42,62093.22,0.05,0.07,N,O,1996-06-02,1996-04-13,1996-06-04,TAKE BACK RETURN,MAIL,ions wake against the accoun,,195360,146608,O,341069.04,1996-02-26,4-NOT SPECIFIED,Clerk#000000995,0,sts haggle carefully final accounts. carefully stea,
195520,21413,6418,1,9,12009.69,0.06,0.02,N,O,1998-02-19,1997-12-23,1998-03-17,DELIVER IN PERSON,TRUCK," pinto beans. blithely iro",,195520,106304,O,254027.04,1997-10-21,4-NOT SPECIFIED,Clerk#000000945,0,inal forges. final accounts boost carefully blithely s,
196000,183648,8685,2,11,19048.04,0.07,0.00,N,O,1997-07-28,1997-07-18,1997-08-05,COLLECT COD,RAIL,requests sleep slyly at the sly,,196000,7438,O,19031.74,1997-04-24,3-MEDIUM,Clerk#000000789,0," the quickly ironic deposits cajole fluffily ac",
196228,53334,8345,3,38,48918.54,0.09,0.06,A,F,1995-05-04,1995-03-17,1995-05-15,TAKE BACK RETURN,SHIP,uests according to the slyly regular packa,,196228,118753,F,207648.16,1995-01-24,2-HIGH,Clerk#000000369,0,packages. slyly even deposits sleep special dependencies! packages ,
196868,30610,8120,1,40,61624.40,0.00,0.03,N,O,1996-12-23,1997-01-05,1997-01-16,TAKE BACK RETURN,TRUCK,about the carefull,,196868,20053,O,174481.78,1996-11-28,2-HIGH,Clerk#000000545,0,s. carefully final depend,
196960,145091,2634,3,28,31810.52,0.08,0.08,A,F,1994-04-11,1994-06-16,1994-05-02,DELIVER IN PERSON,TRUCK,olites cajole carefully alongside of the,,196960,110242,F,55842.17,1994-03-31,4-NOT SPECIFIED,Clerk#000000420,0,fily even theodolites. final deposits acro,
197988,135376,7890,2,37,52220.69,0.00,0.06,N,O,1998-07-16,1998-09-03,1998-08-04,DELIVER IN PERSON,SHIP,yly. unusual accounts sleep carefully a,,197988,87079,O,338172.92,1998-07-11,1-URGENT,Clerk#000000913,0,d requests. deposits are aga,
198560,188866,3903,5,35,68420.10,0.03,0.06,R,F,1992-09-17,1992-10-26,1992-10-12,NONE,RAIL,. blithely regular instru,,198560,146437,F,370555.80,1992-09-13,1-URGENT,Clerk#000000312,0,"r, bold pinto beans are carefully caref",
198628,39310,9311,2,6,7495.86,0.02,0.04,N,O,1998-08-27,1998-08-23,1998-09-21,NONE,MAIL,y bold requests alongside ,,198628,100195,O,22911.00,1998-06-01,3-MEDIUM,Clerk#000000108,0,requests. carefully regular requests are blithely accordi,
199520,5539,3040,6,33,47669.49,0.01,0.04,R,F,1995-05-12,1995-05-05,1995-05-17,COLLECT COD,MAIL,"tes haggle blithely unusual, ",,199520,49891,F,185653.98,1995-04-02,2-HIGH,Clerk#000000430,0,"he fluffily unusual packages. regular, pending ",
200068,130035,5062,2,12,12780.36,0.03,0.06,N,O,1996-12-14,1997-02-09,1996-12-15,DELIVER IN PERSON,AIR,n asymptotes nag above th,,200068,124930,O,85606.43,1996-11-22,1-URGENT,Clerk#000000736,0,ns. requests dazzle quickly final dependencies. carefully regula,
200228,1090,8591,4,24,23786.16,0.08,0.07,A,F,1992-09-07,1992-09-15,1992-10-06,DELIVER IN PERSON,REG AIR,ages. blithely even accounts wake blit,,200228,117118,F,185457.40,1992-07-17,1-URGENT,Clerk#000000786,0,lyly express theodolites. quick,
200640,108458,3479,2,16,23463.20,0.03,0.06,A,F,1994-10-26,1994-11-24,1994-11-01,COLLECT COD,MAIL,eposits into t,,200640,84583,F,132233.25,1994-09-28,5-LOW,Clerk#000000556,0,xes are blithely along the s,
201120,181776,1777,1,26,48302.02,0.00,0.00,A,F,1995-03-14,1995-04-19,1995-03-17,NONE,TRUCK," quickly iron",,201120,52661,F,220870.52,1995-02-16,3-MEDIUM,Clerk#000000412,0,t packages. silent t,
202080,148238,5781,1,20,25724.60,0.09,0.00,A,F,1992-10-01,1992-10-13,1992-10-19,DELIVER IN PERSON,REG AIR,st the carefully final ,,202080,14573,F,162829.88,1992-09-04,1-URGENT,Clerk#000000065,0,ringly. express foxes along the ironic requests promise silen,
202468,53726,8737,4,8,13437.76,0.06,0.07,R,F,1992-08-04,1992-06-12,1992-08-21,TAKE BACK RETURN,RAIL," instructions after the un",,202468,62041,F,271729.56,1992-04-27,1-URGENT,Clerk#000000561,0,"heodolites. silent, unusual excuses use careful",
203040,22063,7068,3,50,49253.00,0.06,0.08,A,F,1995-03-02,1994-12-29,1995-03-09,NONE,TRUCK,pinto beans print. d,,203040,118960,F,147565.63,1994-11-28,1-URGENT,Clerk#000000499,0,wake furiously according to the slyly special deposits. bli,
203108,184392,4393,1,5,7381.95,0.07,0.08,A,F,1994-11-27,1994-09-16,1994-12-11,COLLECT COD,RAIL," sleep quickly. final, ev",,203108,148744,F,139039.65,1994-08-04,3-MEDIUM,Clerk#000000452,0,ular ideas cajole furiously alongside of the ironic platelets! pending theodo,
203840,192027,7066,1,50,55951.00,0.10,0.04,A,F,1994-12-06,1994-11-18,1994-12-11,NONE,FOB,pending requests nod furiously e,,203840,21445,F,230377.88,1994-09-24,2-HIGH,Clerk#000000768,0,"ake slyly express deposits. brave, final foxes a",
204388,162748,297,1,36,65186.64,0.06,0.04,N,O,1996-07-02,1996-08-14,1996-07-05,COLLECT COD,REG AIR,"ial, even instruction",,204388,104258,O,255227.00,1996-06-20,3-MEDIUM,Clerk#000000881,0,slyly: quickly regular atta,
204548,110143,2655,5,30,34594.20,0.08,0.04,N,O,1996-11-18,1996-11-09,1996-12-13,COLLECT COD,RAIL," bold packages. furiously expr",,204548,67892,O,175358.61,1996-09-10,5-LOW,Clerk#000000906,0,nts. final accounts wak,
205280,120582,3095,3,44,70513.52,0.00,0.04,A,F,1994-12-27,1994-10-14,1995-01-25,TAKE BACK RETURN,REG AIR,usual instructions. even packages ca,,205280,68488,F,191405.03,1994-08-28,1-URGENT,Clerk#000000560,0,"ly silent waters. carefully special accounts haggle. even, regular pa",
205508,173780,6298,3,38,70443.64,0.00,0.03,A,F,1995-01-16,1994-12-02,1995-02-14,TAKE BACK RETURN,SHIP,pecial dolphins. slyly,,205508,25231,F,121333.95,1994-09-17,4-NOT SPECIFIED,Clerk#000000707,0,heodolites are. regular depths against the accounts u,
205668,192496,7535,1,36,57185.64,0.02,0.02,A,F,1995-01-03,1995-01-25,1995-01-07,DELIVER IN PERSON,RAIL,lly unusual deposits. brave deposits bo,,205668,147466,F,319046.07,1994-12-14,1-URGENT,Clerk#000000968,0,ng deposits use. regular asymptotes cajole furiously carefully pending,
206148,180311,312,4,36,50087.16,0.06,0.04,A,F,1992-07-08,1992-06-25,1992-08-07,TAKE BACK RETURN,REG AIR," the fluffily regular excuses. final foxe",,206148,25307,F,125563.98,1992-05-05,4-NOT SPECIFIED,Clerk#000000635,0,s impress slyly with the carefully final requests? care,
206240,191509,6548,4,30,48015.00,0.05,0.00,A,F,1993-03-24,1993-04-01,1993-03-31,TAKE BACK RETURN,REG AIR,efully across the slyly regular p,,206240,11792,F,236453.42,1993-02-24,5-LOW,Clerk#000000515,0,"oxes wake carefully regular, pending foxe",
206400,123976,3977,3,42,83998.74,0.01,0.08,R,F,1994-02-01,1994-01-11,1994-02-14,NONE,RAIL,wake quickly blit,,206400,103930,F,191031.96,1993-12-01,2-HIGH,Clerk#000000923,0," detect slyly at the pending, u",
207680,50481,482,5,5,7157.40,0.04,0.08,N,O,1997-12-18,1998-01-17,1998-01-04,TAKE BACK RETURN,FOB,s. foxes use carefull,,207680,73291,O,172883.21,1997-12-07,4-NOT SPECIFIED,Clerk#000000799,0,s are carefully quickly special ideas. special instructions haggle slyly,
208160,135156,7670,1,11,13102.65,0.05,0.04,N,O,1998-10-08,1998-09-09,1998-10-27,COLLECT COD,AIR,ns integrate. closely unusual foxes use qui,,208160,88375,O,12945.41,1998-06-20,4-NOT SPECIFIED,Clerk#000000195,0,lites against the final ideas cajole carefully about ,
208228,106220,6221,4,30,36786.60,0.02,0.08,R,F,1993-07-21,1993-08-06,1993-08-13,COLLECT COD,FOB,pinto beans na,,208228,72673,F,229175.90,1993-05-10,5-LOW,Clerk#000000461,0,ckages haggle slyly against the regular ideas,
208480,12389,4891,5,12,15616.56,0.03,0.00,R,F,1995-03-03,1995-03-14,1995-03-30,COLLECT COD,MAIL,fluffily final dinos. idly ,,208480,51418,F,235195.21,1994-12-29,4-NOT SPECIFIED,Clerk#000000883,0,ress hockey players ca,
208548,160971,6004,2,25,50799.25,0.05,0.06,N,O,1998-07-28,1998-09-27,1998-08-01,COLLECT COD,MAIL,ts. slyly pending pinto beans,,208548,77698,O,132539.81,1998-07-23,2-HIGH,Clerk#000000151,0,ronic deposits across the deposits cajole carefully unusual asymptotes. ,
208708,32156,4660,7,25,27203.75,0.05,0.04,N,O,1997-07-28,1997-08-09,1997-08-07,COLLECT COD,SHIP,s. ironic requests use carefully above the ,,208708,22420,O,276455.99,1997-05-16,5-LOW,Clerk#000000786,0," packages haggle alongside of the regular inst",
209440,160314,7863,6,18,24737.58,0.10,0.03,N,O,1996-09-13,1996-12-06,1996-10-11,COLLECT COD,RAIL,silent requ,,209440,139405,O,183564.26,1996-09-07,1-URGENT,Clerk#000000232,0," the carefully even requests sleep quickly a",
209760,170781,3299,2,29,53701.62,0.08,0.08,N,O,1998-09-12,1998-07-28,1998-09-23,NONE,SHIP,ss deposits ar,,209760,78115,O,261761.75,1998-05-16,1-URGENT,Clerk#000000381,0,y silent ideas doze un,
210400,53047,5553,2,47,47001.88,0.00,0.02,R,F,1994-01-11,1993-12-21,1994-01-22,DELIVER IN PERSON,RAIL,nts along the fluffily special,,210400,121298,F,84425.26,1993-11-10,3-MEDIUM,Clerk#000000696,0," the boldly ironic packages. even theodoli",
210880,93835,8854,2,27,49378.41,0.08,0.02,N,O,1995-11-11,1995-12-26,1995-11-25,TAKE BACK RETURN,SHIP,ckly after the furiously unusual acco,,210880,135001,O,116681.42,1995-10-23,3-MEDIUM,Clerk#000000026,0,regular deposits. final dolphins wake fluffily.,
211588,57062,7063,1,25,25476.50,0.04,0.06,R,F,1993-08-11,1993-08-09,1993-08-12,NONE,TRUCK,nal courts. pending,,211588,9052,F,68624.91,1993-06-30,5-LOW,Clerk#000000875,0,"l, unusual dependencies boost according to the dolphins. instru",
212000,89152,4169,1,8,9129.20,0.02,0.05,N,O,1996-02-05,1996-04-23,1996-02-11,TAKE BACK RETURN,MAIL,foxes serve carefully. carefully ironic d,,212000,60370,O,9393.94,1996-01-28,4-NOT SPECIFIED,Clerk#000000410,0,latelets. carefully even instructions cajole about ,
212388,48674,6187,1,12,19472.04,0.03,0.03,R,F,1993-01-08,1992-12-05,1993-01-31,TAKE BACK RETURN,FOB,ymptotes. accounts haggle closely abo,,212388,6046,F,391680.70,1992-10-22,5-LOW,Clerk#000000773,0,ost daringly. special theodolites nag deposits. slyly pending accounts use c,
213760,62202,2203,6,26,30269.20,0.01,0.01,R,F,1994-08-09,1994-09-24,1994-09-08,NONE,AIR,l dependen,,213760,68101,F,164159.50,1994-07-21,1-URGENT,Clerk#000000564,0,"the special pinto beans are carefully bold, pending excuses.",
213920,111134,6157,4,11,12596.43,0.10,0.03,R,F,1993-10-12,1993-11-22,1993-10-31,DELIVER IN PERSON,MAIL,efully thin sheaves. furiously ir,,213920,59245,F,217039.27,1993-09-01,3-MEDIUM,Clerk#000000890,0,sts are along the furiously special foxes,
214308,54016,4017,3,21,20370.21,0.10,0.01,A,F,1995-03-26,1995-04-21,1995-04-02,TAKE BACK RETURN,AIR,"c, daring accounts haggle blithel",,214308,29774,F,176112.45,1995-03-15,5-LOW,Clerk#000000432,0,r packages. pinto beans detect blithely carefully ironic ,
214948,197484,5042,2,42,66422.16,0.09,0.05,N,O,1996-06-15,1996-06-04,1996-07-14,NONE,AIR,asymptotes cajole slyly according to t,,214948,102896,O,292346.20,1996-03-09,2-HIGH,Clerk#000000695,0,y final deposits. bold dependencies grow slyly above the,
215108,172964,2965,1,7,14258.72,0.08,0.08,N,O,1995-09-29,1995-09-20,1995-10-22,TAKE BACK RETURN,TRUCK,affix blithely along the blithely bold t,,215108,70489,O,260353.39,1995-08-09,4-NOT SPECIFIED,Clerk#000000293,0,"press pinto beans sleep slyly; even, unusual ideas impress quickly across t",
215588,21657,4160,3,35,55252.75,0.05,0.00,N,O,1997-10-08,1997-09-25,1997-10-12,TAKE BACK RETURN,TRUCK,ng accounts are thinly a,,215588,137542,O,94651.38,1997-08-07,3-MEDIUM,Clerk#000000001,0,"gle carefully. blithely even packages haggle blithely. quiet,",
216068,24157,1664,1,41,44327.15,0.07,0.08,A,F,1994-05-20,1994-03-04,1994-05-25,COLLECT COD,FOB,". final, regular accounts cajole carefu",,216068,146741,F,232972.46,1994-01-28,4-NOT SPECIFIED,Clerk#000000133,0,"fter the slyly final dolphins wake blithely silent, even ",
217188,117335,9847,4,50,67616.50,0.06,0.07,R,F,1994-03-12,1994-03-25,1994-03-28,DELIVER IN PERSON,FOB," final, regular asymptotes use slyly acr",,217188,144869,F,335541.70,1994-01-18,4-NOT SPECIFIED,Clerk#000000752,0,ccording to the pending fox,
217440,83700,8717,2,37,62296.90,0.03,0.07,N,O,1997-08-22,1997-08-21,1997-08-25,NONE,FOB,uriously final accounts haggle reg,,217440,68893,O,184254.24,1997-06-14,1-URGENT,Clerk#000000155,0,permanent deposits above the slyly final ac,
217920,177941,7942,2,36,72681.84,0.10,0.01,N,O,1995-10-25,1995-12-29,1995-11-18,NONE,FOB,nstructions according to the accounts,,217920,80573,O,248806.05,1995-10-16,5-LOW,Clerk#000000484,0,sts cajole fluffily. deposits a,
217988,136211,8725,1,22,27438.62,0.10,0.06,R,F,1995-02-20,1995-02-17,1995-02-24,COLLECT COD,FOB,ve the furiously iron,,217988,3028,F,111918.70,1995-01-17,2-HIGH,Clerk#000000850,0,dolites are. blithe,
218400,168997,6546,1,27,55781.73,0.03,0.04,A,F,1994-01-13,1994-01-07,1994-02-11,COLLECT COD,AIR,ter the furiously final ,,218400,95066,F,127192.93,1993-10-11,5-LOW,Clerk#000000519,0,nic requests wake furiously furiou,
218720,81362,6379,4,15,20150.40,0.07,0.00,R,F,1992-05-15,1992-08-01,1992-05-28,NONE,SHIP,gular packages. theodoli,,218720,39067,F,336549.32,1992-05-10,3-MEDIUM,Clerk#000000918,0," pending accounts sleep. regular",
218788,154686,7202,1,1,1740.68,0.08,0.05,N,O,1998-03-08,1998-03-25,1998-03-22,COLLECT COD,RAIL,gular foxes wake slyly final package,,218788,26101,O,1681.49,1997-12-29,4-NOT SPECIFIED,Clerk#000000221,0," furiously. express, regular ",
218948,101859,9390,4,23,42799.55,0.04,0.03,A,F,1995-03-28,1995-03-21,1995-04-26,NONE,TRUCK,. quick instr,,218948,54100,F,137883.81,1995-01-25,3-MEDIUM,Clerk#000000291,0,ainst the carefully pending court,
219108,100877,5898,1,44,82626.28,0.08,0.00,N,O,1996-01-27,1995-12-28,1996-02-01,NONE,RAIL,"lar, unusual requests",,219108,12341,O,82778.63,1995-11-25,1-URGENT,Clerk#000000691,0,uriously bold courts haggle carefully. regular,
219520,120385,5410,1,7,9837.66,0.10,0.07,N,O,1996-05-05,1996-05-29,1996-05-28,TAKE BACK RETURN,REG AIR,ing depths u,,219520,149281,O,62722.93,1996-04-13,1-URGENT,Clerk#000000874,0,"wake furiously after the special, ironic",
220000,171123,3641,5,42,50153.04,0.10,0.03,A,F,1993-03-13,1993-03-18,1993-03-25,TAKE BACK RETURN,MAIL,ly sly requests. blithe,,220000,57493,F,184216.19,1993-02-13,1-URGENT,Clerk#000000189,0,evenly according to the never regular requests.,
220480,68934,3947,1,17,32349.81,0.00,0.04,N,O,1997-07-17,1997-08-31,1997-08-06,COLLECT COD,MAIL," slyly unusual",,220480,124501,O,217284.54,1997-06-13,1-URGENT,Clerk#000000863,0,"tructions sleep carefully pinto beans. special, silent platelets believe qui",
220708,84823,2348,6,21,37964.22,0.01,0.00,A,F,1995-03-02,1995-03-25,1995-03-31,TAKE BACK RETURN,REG AIR,ht sleep fluffily car,,220708,72040,F,288922.54,1995-01-09,2-HIGH,Clerk#000000097,0,. slyly silent foxes cajole quickly across ,
220868,2200,7201,5,19,20941.80,0.04,0.00,A,F,1992-08-09,1992-07-10,1992-08-20,DELIVER IN PERSON,TRUCK," pending depende",,220868,36610,F,228097.91,1992-05-09,5-LOW,Clerk#000000531,0,inst the even foxes,
220960,160583,8132,1,28,46020.24,0.01,0.07,A,F,1995-04-23,1995-04-15,1995-05-10,TAKE BACK RETURN,AIR,"egular, bold notornis run about ",,220960,36722,P,306722.06,1995-02-27,5-LOW,Clerk#000000921,0,uickly special foxes. slyly express asymptotes after the even instructions nag,
221028,8476,8477,2,48,66454.56,0.02,0.07,A,F,1994-10-08,1994-11-04,1994-10-13,TAKE BACK RETURN,AIR,. furiously regular packages,,221028,92311,F,240162.71,1994-08-22,4-NOT SPECIFIED,Clerk#000000490,0,ckages according to the special packages will haggle careful,
221280,32542,5046,7,47,69303.38,0.03,0.08,N,O,1997-10-22,1997-08-13,1997-11-21,TAKE BACK RETURN,MAIL," packages haggle above the regular",,221280,92777,O,328571.47,1997-06-28,5-LOW,Clerk#000000850,0,s affix boldly among the b,
221348,15963,3467,5,2,3757.92,0.04,0.05,N,O,1997-01-01,1996-11-29,1997-01-02,COLLECT COD,REG AIR," deposits sleep sly",,221348,63313,O,120694.62,1996-09-09,5-LOW,Clerk#000000301,0,"final, ironic courts. slyly special requests affix ",
221668,62892,411,1,35,64921.15,0.09,0.00,R,F,1994-10-11,1994-10-18,1994-10-12,TAKE BACK RETURN,MAIL," ironic pinto beans will",,221668,142972,F,301864.27,1994-08-01,3-MEDIUM,Clerk#000000329,0,gs are among the deposits-- doggedly express,
221920,81992,7009,4,36,71063.64,0.00,0.00,R,F,1992-10-20,1992-09-01,1992-11-11,COLLECT COD,SHIP,ccording to t,,221920,90731,F,242801.82,1992-08-02,1-URGENT,Clerk#000000116,0,ully against the slyly ironic foxes. furiously even accounts nag across the ,
223588,8972,8973,5,25,47024.25,0.01,0.05,R,F,1992-03-05,1992-04-12,1992-03-13,NONE,AIR,ts. stealthily express deposits was caref,,223588,39430,F,299208.26,1992-02-27,5-LOW,Clerk#000000208,0,"s sleep across the dependencies. pending, unusual theodolites are slyly blit",
223840,103359,5870,6,24,32696.40,0.01,0.01,N,O,1995-12-13,1995-12-26,1995-12-30,NONE,MAIL,uctions after the package,,223840,67105,O,271967.34,1995-11-18,5-LOW,Clerk#000000808,0," accounts. fluffy, dogged deposits wake. regular packages cajole blithely ",
224160,173441,5959,3,10,15144.40,0.07,0.05,A,F,1995-03-01,1995-01-30,1995-03-30,DELIVER IN PERSON,REG AIR,equests wake furio,,224160,132100,F,285346.34,1994-11-07,2-HIGH,Clerk#000000896,0,ely across the blithely final deposits. requests are a,
224228,92509,37,1,27,40540.50,0.05,0.00,N,F,1995-06-13,1995-07-10,1995-07-08,NONE,AIR,are. even packages use,,224228,17257,P,228537.84,1995-04-26,5-LOW,Clerk#000000175,0,ternes eat slyly after the f,
224480,118760,1272,4,43,76486.68,0.07,0.04,N,O,1997-01-16,1997-01-01,1997-02-15,NONE,FOB,y quickly iron,,224480,124598,O,246770.60,1996-11-22,2-HIGH,Clerk#000000235,0,eep furiously slyly ironic platelets. pending sheaves use quickly. reg,
224640,178507,6059,2,30,47565.00,0.00,0.03,R,F,1994-09-19,1994-09-06,1994-09-30,TAKE BACK RETURN,RAIL," blithely express requests. special,",,224640,35632,F,226105.45,1994-07-09,5-LOW,Clerk#000000502,0,egular requests nag above the unusual accounts. c,
225668,41413,3918,5,15,20316.15,0.01,0.08,N,O,1997-09-09,1997-10-01,1997-10-06,TAKE BACK RETURN,FOB,ns boost blithely. furiously fi,,225668,55844,O,299969.12,1997-07-26,5-LOW,Clerk#000000628,0,ronic asymptotes. carefully special excuses solve.,
226308,129112,6649,1,32,36515.52,0.05,0.00,N,O,1996-03-23,1996-02-25,1996-04-17,DELIVER IN PERSON,RAIL,ongside of the furiously final deposit,,226308,56191,O,330725.84,1996-01-02,1-URGENT,Clerk#000000736,0," the carefully special accounts. slyly ironic ",
226948,101482,9013,5,49,72690.52,0.06,0.03,N,O,1998-05-30,1998-05-13,1998-06-19,COLLECT COD,FOB,uriously regular foxes haggle fur,,226948,109124,O,191654.58,1998-03-11,1-URGENT,Clerk#000000218,0,eposits wake instructions. furiously ex,
227428,81099,1100,1,41,44283.69,0.07,0.00,N,O,1997-05-30,1997-05-19,1997-05-31,COLLECT COD,AIR,final packages. slyly regular depos,,227428,22315,O,239783.90,1997-03-31,2-HIGH,Clerk#000000704,0,efully furiously unusual requests. never regular requests lo,
227520,49546,2051,2,25,37388.50,0.00,0.08,R,F,1995-03-13,1995-04-10,1995-03-21,DELIVER IN PERSON,AIR,al requests ,,227520,81101,F,191653.62,1995-01-17,3-MEDIUM,Clerk#000000189,0,onic pinto beans; furiously final plate,
227680,5265,7766,5,1,1170.26,0.04,0.03,R,F,1993-09-09,1993-09-02,1993-09-30,NONE,AIR,ke along t,,227680,67414,F,227722.85,1993-06-30,2-HIGH,Clerk#000000623,0," special packages. regular, silent de",
227840,134332,9359,3,35,47821.55,0.10,0.05,N,O,1998-04-28,1998-02-10,1998-05-25,NONE,REG AIR,otes. carefully t,,227840,75097,O,256025.96,1997-12-30,5-LOW,Clerk#000000382,0,uctions. even asymptote,
228000,199007,9008,3,14,15484.00,0.09,0.05,R,F,1992-02-28,1992-04-20,1992-03-02,TAKE BACK RETURN,TRUCK,"n accounts. regular, regular accou",,228000,89821,F,155553.21,1992-01-28,4-NOT SPECIFIED,Clerk#000000313,0,olites cajole slyly after the blithely pending packages. fluffi,
228320,100805,5826,2,5,9029.00,0.04,0.04,N,O,1997-12-17,1997-10-30,1998-01-14,DELIVER IN PERSON,SHIP,beans-- speci,,228320,132208,O,50190.69,1997-09-09,1-URGENT,Clerk#000000817,0,ngside of the quickly ironic deposits. quickly silen,
228960,132431,2432,1,2,2926.86,0.06,0.02,N,O,1997-12-01,1997-10-26,1997-12-04,TAKE BACK RETURN,REG AIR,"cial, regular theodolites are carefully. ",,228960,84395,O,271789.02,1997-09-13,2-HIGH,Clerk#000000199,0,"ayers may cajole slyly ironic, regular asymptotes. carefully sil",
229120,105232,2763,3,26,32167.98,0.00,0.05,R,F,1995-01-23,1995-02-14,1995-02-20,COLLECT COD,FOB,deas. requests among the packages use ,,229120,93592,F,85494.93,1994-11-27,2-HIGH,Clerk#000000606,0,lyly even dependencies wake slyly carefully even requests. carefu,
229188,119121,1633,7,26,29643.12,0.01,0.08,A,F,1994-04-13,1994-04-22,1994-04-21,TAKE BACK RETURN,SHIP,impress among the qui,,229188,149242,F,307509.82,1994-02-21,4-NOT SPECIFIED,Clerk#000000445,0,quickly regular deposits cajole carefully blithely special instructions. ,
230308,9787,4788,3,41,69567.98,0.00,0.06,N,O,1998-01-29,1998-03-26,1998-02-18,TAKE BACK RETURN,SHIP,ccounts with the boldly even packages nag ,,230308,115133,O,290519.32,1998-01-23,2-HIGH,Clerk#000000002,0,"side of the carefully pending requests nag unusual, regular courts. the",
230400,186570,4125,2,7,11595.99,0.03,0.00,R,F,1993-06-07,1993-03-25,1993-06-12,TAKE BACK RETURN,AIR," accounts around the furiously un",,230400,30476,F,239475.37,1993-02-22,4-NOT SPECIFIED,Clerk#000000572,0,aids: fluffily express ideas,
230628,112356,2357,2,17,23261.95,0.03,0.02,N,O,1997-03-29,1997-02-27,1997-04-04,TAKE BACK RETURN,TRUCK,st the ironic pinto beans haggle on the req,,230628,22930,O,142149.86,1996-12-26,3-MEDIUM,Clerk#000000050,0,ver unusual sauternes. carefully ironic deposits cajole slyly ironic,
230880,4009,1510,2,11,10043.00,0.04,0.04,N,O,1996-09-26,1996-09-20,1996-10-19,DELIVER IN PERSON,TRUCK," carefully after the slyly f",,230880,30097,O,354637.04,1996-07-25,3-MEDIUM,Clerk#000000855,0,kages sleep furiously among the slyly regular requests. furiously regular fox,
231040,107093,4624,4,27,29702.43,0.00,0.02,N,O,1998-04-04,1998-05-21,1998-04-07,COLLECT COD,TRUCK,ole slyly. ironic asymptotes nod carefully,,231040,16933,O,217323.34,1998-02-24,1-URGENT,Clerk#000000786,0,bout the carefully bold ideas; quickly regular braids cajole: ca,
231200,110229,230,6,31,38415.82,0.03,0.02,N,O,1995-12-09,1995-11-06,1995-12-19,DELIVER IN PERSON,RAIL,inal foxes alongside of the blithely pendi,,231200,388,O,306600.26,1995-08-26,2-HIGH,Clerk#000000928,0,uses boost. slyly regular theodolites haggle across the ironi,
231428,37779,7780,1,31,53219.87,0.01,0.05,N,O,1997-04-26,1997-07-03,1997-04-29,NONE,RAIL,daringly regular,,231428,81755,O,191153.53,1997-04-12,4-NOT SPECIFIED,Clerk#000000930,0,s are. blithely ironic courts after the ,
